NAME	FEATURE CLASS	DESCRIPTION	PHONE NUMBER	E-MAIL ADDRESS	WEB ADDRESS	LONGITUDE	LATITUDE	USER
Zamek Sudovice	USER_POI_PRIVATE	Zamek Sudovice				143086500	497863960	Host
Zamek Cernice - Sudomerice u Bechyne	USER_POI_PRIVATE	Zamek Cernice - Sudomerice u Bechyne				145592430	492906660	Host
Zamek Suchomasty	USER_POI_PRIVATE	Zamek Suchomasty				140570310	498938240	Host
Zamek Suchdol u Prosecnice	USER_POI_PRIVATE	Zamek Suchdol u Prosecnice				144973710	497007560	Host
Zamek Stvolinky	USER_POI_PRIVATE	Zamek Stvolinky				144279700	506316010	Host
Zamek Studenec	USER_POI_PRIVATE	Zamek Studenec				155602260	505472930	Host
Zamek Studena	USER_POI_PRIVATE	Zamek Studena				152863720	491855920	Host
Zamek Strkovice	USER_POI_PRIVATE	Zamek Strkovice				136496240	503259480	Host
Zamek Rozkos - Strizovice	USER_POI_PRIVATE	Zamek Rozkos - Strizovice				151655290	491449360	Host
Zamek Strilky	USER_POI_PRIVATE	Zamek Strilky				172091590	491425820	Host
Zamek Strela	USER_POI_PRIVATE	Zamek Strela				138537760	492669220	Host
Zamek Straz pod Ralskem	USER_POI_PRIVATE	Zamek Straz pod Ralskem				148000200	507054900	Host
Zamek Stranecka Zhor	USER_POI_PRIVATE	Zamek Stranecka Zhor				159251410	493781240	Host
Zamek Stoky	USER_POI_PRIVATE	Zamek Stoky				155890780	495029720	Host
Zamek Stezery	USER_POI_PRIVATE	Zamek Stezery				157488540	502151790	Host
Zamek Stemplovec	USER_POI_PRIVATE	Zamek Stemplovec				177881400	499804100	Host
Zamek Steknik	USER_POI_PRIVATE	Zamek Steknik				136237600	503234800	Host
Zamek Steken	USER_POI_PRIVATE	Zamek Steken				140034670	492676800	Host
Zamek Stedra	USER_POI_PRIVATE	Zamek Stedra				131125290	500574350	Host
Zamek Stechovice	USER_POI_PRIVATE	Zamek Stechovice				137661930	492572850	Host
Zamek Steborice	USER_POI_PRIVATE	Zamek Steborice				178078600	499363800	Host
Zamek Stary Jicin	USER_POI_PRIVATE	Zamek Stary Jicin				179642380	495754450	Host
Zamek Stary Hroznatov	USER_POI_PRIVATE	Zamek Stary Hroznatov				123904610	500239280	Host
Zamek Stary Smolivec	USER_POI_PRIVATE	Zamek Stary Smolivec				137501830	495263250	Host
Zamek Starosedlsky Hradek	USER_POI_PRIVATE	Zamek Starosedlsky Hradek				140044840	495781120	Host
Zamek Starkov	USER_POI_PRIVATE	Zamek Starkov				161595740	505334780	Host
Zamek Stare Sedlo u Sokolova	USER_POI_PRIVATE	Zamek Stare Sedlo u Sokolova				127146710	501831650	Host
Zamek Stare Mesto pod Landstejnem	USER_POI_PRIVATE	Zamek Stare Mesto pod Landstejnem				152535190	489974120	Host
Zamek Kestrany	USER_POI_PRIVATE	Zamek Kestrany				140741730	492699150	Host
Zamek Stare Hobzi	USER_POI_PRIVATE	Zamek Stare Hobzi				154522730	490110890	Host
Zamek Stara Ves nad Ondrejnici	USER_POI_PRIVATE	Zamek Stara Ves nad Ondrejnici				181884540	497278690	Host
Zamek Bon Repos - Stara Lysa - Cihadla	USER_POI_PRIVATE	Zamek Bon Repos - Stara Lysa - Cihadla				147936900	502420000	Host
Zamek Stahlavy	USER_POI_PRIVATE	Zamek Stahlavy				135040010	496772210	Host
Zamek Stablovice	USER_POI_PRIVATE	Zamek Stablovice				178180870	498794030	Host
Zamek Sosnova	USER_POI_PRIVATE	Zamek Sosnova				176646160	499980640	Host
Zamek Spalov	USER_POI_PRIVATE	Zamek Spalov				177209610	497044840	Host
Zamek Spalene Porici	USER_POI_PRIVATE	Zamek Spalene Porici				136063900	496148410	Host
Zamek Sokolnice	USER_POI_PRIVATE	Zamek Sokolnice				167265330	491190550	Host
Zamek Sobotin	USER_POI_PRIVATE	Zamek Sobotin				170806710	500177550	Host
Zamek Mala Skala	USER_POI_PRIVATE	Zamek Mala Skala				151958310	506463470	Host
Zamek Smolotely	USER_POI_PRIVATE	Zamek Smolotely				141360190	496217780	Host
Zamek Sobcice	USER_POI_PRIVATE	Zamek Sobcice				155172810	503734250	Host
Zamek Snedovice	USER_POI_PRIVATE	Zamek Snedovice				143905410	505036170	Host
Zamek Smolkov	USER_POI_PRIVATE	Zamek Smolkov				180730670	499035140	Host
Zamek Smirice	USER_POI_PRIVATE	Zamek Smirice				158710830	502994080	Host
Zamek Karlov - Smetanova Lhota	USER_POI_PRIVATE	Zamek Karlov - Smetanova Lhota				140808320	494353090	Host
Zamek Smidary	USER_POI_PRIVATE	Zamek Smidary				154799250	502928110	Host
Zamek Smecno	USER_POI_PRIVATE	Zamek Smecno				140366400	501885900	Host
Zamek Sloupno nad Cidlinou	USER_POI_PRIVATE	Zamek Sloupno nad Cidlinou				154982910	502573550	Host
Zamek Sloup v Cechach	USER_POI_PRIVATE	Zamek Sloup v Cechach				145883400	507397600	Host
Zamek Slezske Pavlovice	USER_POI_PRIVATE	Zamek Slezske Pavlovice				177018690	503107520	Host
Zamek Slatina u Jevisovic	USER_POI_PRIVATE	Zamek Slatina u Jevisovic				160170200	490211200	Host
Zamek Skrivany	USER_POI_PRIVATE	Zamek Skrivany				155050170	502685680	Host
Zamek Slapy	USER_POI_PRIVATE	Zamek Slapy				143967030	498117850	Host
Zamek Slabce	USER_POI_PRIVATE	Zamek Slabce				137135360	499998770	Host
Zamek Skytaly	USER_POI_PRIVATE	Zamek Skytaly				133391500	501937600	Host
Zamek Skvoretice	USER_POI_PRIVATE	Zamek Skvoretice				139470600	494027100	Host
Zamek Skrysov u Svateho Jana	USER_POI_PRIVATE	Zamek Skrysov u Svateho Jana				143006340	496463920	Host
Zamek Hostacov - Skryje u Golcova Jenikova	USER_POI_PRIVATE	Zamek Hostacov - Skryje u Golcova Jenikova				154927000	498476100	Host
Zamek Skrivan	USER_POI_PRIVATE	Zamek Skrivan				137649480	500236060	Host
Zamek Skalicka u Hranic	USER_POI_PRIVATE	Zamek Skalicka u Hranic				177970260	495177590	Host
Zamek Skalice u Znojma	USER_POI_PRIVATE	Zamek Skalice u Znojma				162239330	489651910	Host
Zamek Skaly u Teplic nad Metuji	USER_POI_PRIVATE	Zamek Skaly u Teplic nad Metuji				161387320	505721130	Host
Zamek Sedlice u Blatne	USER_POI_PRIVATE	Zamek Sedlice u Blatne				139406800	493732400	Host
Zamek Sedlcany - Cerveny Hradek	USER_POI_PRIVATE	Zamek Sedlcany - Cerveny Hradek				144532290	496588260	Host
Zamek Siroka Niva	USER_POI_PRIVATE	Zamek Siroka Niva				174803260	500630240	Host
Zamek Favorit - Sindelova	USER_POI_PRIVATE	Zamek Favorit - Sindelova				126049780	503035400	Host
Zamek Silherovice	USER_POI_PRIVATE	Zamek Silherovice				182745200	499262100	Host
Zamek Semin	USER_POI_PRIVATE	Zamek Semin				155207660	500551370	Host
Zamek Sedlatice	USER_POI_PRIVATE	Zamek Sedlatice				156111500	491930600	Host
Zamek Sebetov	USER_POI_PRIVATE	Zamek Sebetov				167152300	495468600	Host
Zamek Ratiborice u Ceske Skalice	USER_POI_PRIVATE	Zamek Ratiborice u Ceske Skalice				160525300	504148200	Host
Zamek Ratiborske Hory	USER_POI_PRIVATE	Zamek Ratiborske Hory				147698540	494627050	Host
Zamek Zvoleneves	USER_POI_PRIVATE	Zamek Zvoleneves				141845080	502295750	Host
Zamek Osecany	USER_POI_PRIVATE	Zamek Osecany				144343080	496965210	Host
Zamek Ruda nad Moravou	USER_POI_PRIVATE	Zamek Ruda nad Moravou				168752430	499748890	Host
Zamek Rychvald	USER_POI_PRIVATE	Zamek Rychvald				183518940	498648530	Host
Zamek Lustenek - Rudolfov u Ceskych Budejovic	USER_POI_PRIVATE	Zamek Lustenek - Rudolfov u Ceskych Budejovic				145468790	489900270	Host
Zamek Rudolec	USER_POI_PRIVATE	Zamek Rudolec				158310090	494787930	Host
Zamek Rtisovice	USER_POI_PRIVATE	Zamek Rtisovice				140664850	496161110	Host
Zamek Rozsochatec	USER_POI_PRIVATE	Zamek Rozsochatec				156327750	496749650	Host
Zamek Rozdalovice	USER_POI_PRIVATE	Zamek Rozdalovice				151713560	503077800	Host
Zamek Roudnice nad Labem	USER_POI_PRIVATE	Zamek Roudnice nad Labem				142614600	504253800	Host
Zamek Rosice u Brna	USER_POI_PRIVATE	Zamek Rosice u Brna				163862210	491821700	Host
Zamek Ropice	USER_POI_PRIVATE	Zamek Ropice				186109300	497040190	Host
Zamek Rokytnice u Prerova	USER_POI_PRIVATE	Zamek Rokytnice u Prerova				173925740	494670570	Host
Zamek Rochlov	USER_POI_PRIVATE	Zamek Rochlov				131450840	497313150	Host
Zamek Ritka	USER_POI_PRIVATE	Zamek Ritka				142919330	498961890	Host
Zamek Dolni Rimov	USER_POI_PRIVATE	Zamek Dolni Rimov				144892580	488566300	Host
Zamek Recice	USER_POI_PRIVATE	Zamek Recice				153660350	491391940	Host
Zamek Radvanov - Mlada Vozice	USER_POI_PRIVATE	Zamek Radvanov - Mlada Vozice				148310320	495101950	Host
Zamek Rakovice	USER_POI_PRIVATE	Zamek Rakovice				140568720	494699090	Host
Zamek Radic	USER_POI_PRIVATE	Zamek Radic				144140380	497147240	Host
Zamek Radesin nad Bobruvkou	USER_POI_PRIVATE	Zamek Radesin nad Bobruvkou				160873800	494717200	Host
Zamek v Radonice u Kadane	USER_POI_PRIVATE	Zamek v Radonice u Kadane				132855610	502985360	Host
Zamek Radnice u Rokycan	USER_POI_PRIVATE	Zamek Radnice u Rokycan				136044340	498564110	Host
Zamek Dubova - Radkov u Vitkova	USER_POI_PRIVATE	Zamek Dubova - Radkov u Vitkova				177708030	498150790	Host
Zamek Racice	USER_POI_PRIVATE	Zamek Racice				168692610	492752330	Host
Zamek Oselin	USER_POI_PRIVATE	Zamek Oselin				128564820	497716870	Host
Zamek Osova	USER_POI_PRIVATE	Zamek Osova				161943310	493299330	Host
Zamek Oslavany	USER_POI_PRIVATE	Zamek Oslavany				163347400	491269500	Host
Zamek Oselce	USER_POI_PRIVATE	Zamek Oselce				136733370	494346360	Host
Zamek Osek u Rokycan	USER_POI_PRIVATE	Zamek Osek u Rokycan				135960810	497788190	Host
Zamek Osek u Strakonic	USER_POI_PRIVATE	Zamek Osek u Strakonic				139641810	493146470	Host
Zamek Puklice	USER_POI_PRIVATE	Zamek Puklice				156496200	493603200	Host
Zamek Ptyrov	USER_POI_PRIVATE	Zamek Ptyrov				149284430	505134330	Host
Zamek Ptenin	USER_POI_PRIVATE	Zamek Ptenin				131874270	495301290	Host
Zamek Pteni	USER_POI_PRIVATE	Zamek Pteni				169602280	495093610	Host
Zamek Pruhonice	USER_POI_PRIVATE	Zamek Pruhonice				145570320	500002990	Host
Zamek Prstice	USER_POI_PRIVATE	Zamek Prstice				164729600	491185600	Host
Zamek Protivin	USER_POI_PRIVATE	Zamek Protivin				142175840	491957650	Host
Zamek Prosec - Oboriste	USER_POI_PRIVATE	Zamek Prosec - Oboriste				151286260	494076330	Host
Zamek Prosec u Posne	USER_POI_PRIVATE	Zamek Prosec u Posne				150457720	494438290	Host
Zamek Privozec	USER_POI_PRIVATE	Zamek Privozec				130043730	494993280	Host
Zamek Prichovice u Prestic	USER_POI_PRIVATE	Zamek Prichovice u Prestic				133393800	495604800	Host
Zamek Pribyslav	USER_POI_PRIVATE	Zamek Pribyslav				157410560	495747770	Host
Zamek Prestavlky u Prerova	USER_POI_PRIVATE	Zamek Prestavlky u Prerova				174820430	493901780	Host
Zamek Prestavlky u Plzne	USER_POI_PRIVATE	Zamek Prestavlky u Plzne				132447170	496001700	Host
Zamek Prcice	USER_POI_PRIVATE	Zamek Prcice				145376720	495776290	Host
Zamek Prasny Ujezd	USER_POI_PRIVATE	Zamek Prasny Ujezd				136602300	499146200	Host
Zamek Pouzdrany	USER_POI_PRIVATE	Zamek Pouzdrany				166288530	489397080	Host
Zamek Potstat-mesto	USER_POI_PRIVATE	Zamek Potstat-mesto				176524900	496364400	Host
Zamek Postoloprty	USER_POI_PRIVATE	Zamek Postoloprty				137014910	503590250	Host
Zamek Prilepy u Holesova	USER_POI_PRIVATE	Zamek Prilepy u Holesova				176126430	493208510	Host
Zamek Popelin	USER_POI_PRIVATE	Zamek Popelin				151792360	492120030	Host
Zamek Polna	USER_POI_PRIVATE	Zamek Polna				157142480	494874260	Host
Zamek Police u Jemnice	USER_POI_PRIVATE	Zamek Police u Jemnice				156278700	489655500	Host
Zamek Pole	USER_POI_PRIVATE	Zamek Pole				137791690	494149410	Host
Zamek Polaky	USER_POI_PRIVATE	Zamek Polaky				133547290	503388330	Host
Zamek Pohorelice u Napajedel	USER_POI_PRIVATE	Zamek Pohorelice u Napajedel				175366400	491757040	Host
Zamek Pohled	USER_POI_PRIVATE	Zamek Pohled				156502570	496034770	Host
Zamek Podmokly u Berouna	USER_POI_PRIVATE	Zamek Podmokly u Berouna				137031320	499410180	Host
Zamek Trebic - Podklasteri	USER_POI_PRIVATE	Zamek Trebic - Podklasteri				158729950	492168930	Host
Zamek Voksice - Podhradi u Jicina	USER_POI_PRIVATE	Zamek Voksice - Podhradi u Jicina				153223410	504268570	Host
Zamek Podhorany u Ronova	USER_POI_PRIVATE	Zamek Podhorany u Ronova				155367620	499361260	Host
Zamek Skalka - Podbrezi	USER_POI_PRIVATE	Zamek Skalka - Podbrezi				162127340	502623850	Host
Zamek Pnovany	USER_POI_PRIVATE	Zamek Pnovany				131212030	497772550	Host
Zamek Plumlov	USER_POI_PRIVATE	Zamek Plumlov				170142900	494644800	Host
Zamek Pluhuv Zdar	USER_POI_PRIVATE	Zamek Pluhuv Zdar				148926300	492242630	Host
Zamek Ploskovice	USER_POI_PRIVATE	Zamek Ploskovice				142001800	505598800	Host
Zamek Plavec	USER_POI_PRIVATE	Zamek Plavec				160807000	489294860	Host
Zamek Planice	USER_POI_PRIVATE	Zamek Planice				134760630	493903210	Host
Zamek Plana u Marianskych Lazni	USER_POI_PRIVATE	Zamek Plana u Marianskych Lazni				127336770	498697480	Host
Zamek Pisecne u Slavonic	USER_POI_PRIVATE	Zamek Pisecne u Slavonic				154625980	489639010	Host
Zamek Knezice Mecin - Petrovice u Susice	USER_POI_PRIVATE	Zamek Knezice Mecin - Petrovice u Susice				134397890	492218530	Host
Zamek Petrovice u Sedlcan	USER_POI_PRIVATE	Zamek Petrovice u Sedlcan				143382230	495547860	Host
Zamek Petrovice u Rakovnika	USER_POI_PRIVATE	Zamek Petrovice u Rakovnika				136360020	500671160	Host
Zamek Petrohrad	USER_POI_PRIVATE	Zamek Petrohrad				134429610	501262490	Host
Zamek Petrkov	USER_POI_PRIVATE	Zamek Petrkov				155575300	495684000	Host
Zamek Petipsy	USER_POI_PRIVATE	Zamek Petipsy				133474460	503207140	Host
Zamek Pavlovice u Prerova	USER_POI_PRIVATE	Zamek Pavlovice u Prerova				175563820	494713500	Host
Zamek Pavlov u Rynarce	USER_POI_PRIVATE	Zamek Pavlov u Rynarce				152439120	493987000	Host
Zamek Patek u Loun	USER_POI_PRIVATE	Zamek Patek u Loun				139361320	503805470	Host
Zamek Paskov	USER_POI_PRIVATE	Zamek Paskov				182936010	497317710	Host
Zamek Paclavice	USER_POI_PRIVATE	Zamek Paclavice				171690400	492576300	Host
Zamek Otin u Tocniku	USER_POI_PRIVATE	Zamek Otin u Tocniku				133354110	494481610	Host
Zamek Osvracin	USER_POI_PRIVATE	Zamek Osvracin				130460240	495126160	Host
Zamek Ostrov u Ledce n. S	USER_POI_PRIVATE	Zamek Ostrov u Ledce n. S				152981100	496911000	Host
Zamek Ostrolovsky Ujezd	USER_POI_PRIVATE	Zamek Ostrolovsky Ujezd				146007710	488812150	Host
Zamek Orechov u Uherskeho Hradiste	USER_POI_PRIVATE	Zamek Orechov u Uherskeho Hradiste				173022230	490308800	Host
Zamek Oparany	USER_POI_PRIVATE	Zamek Oparany				144832130	493953240	Host
Zamek Oltyne	USER_POI_PRIVATE	Zamek Oltyne				145194820	494225200	Host
Zamek Olesna u Rakovnika	USER_POI_PRIVATE	Zamek Olesna u Rakovnika				136969730	501298410	Host
Zamek Oldrisov	USER_POI_PRIVATE	Zamek Oldrisov				179636530	499911380	Host
Zamek Okrisky	USER_POI_PRIVATE	Zamek Okrisky				157660190	492427940	Host
Zamek Podlesi - Ohnistany	USER_POI_PRIVATE	Zamek Podlesi - Ohnistany				155255440	503143360	Host
Zamek Obristvi	USER_POI_PRIVATE	Zamek Obristvi				144783250	502970130	Host
Zamek Obytce	USER_POI_PRIVATE	Zamek Obytce				133742130	493935750	Host
Zamek Oblajovice	USER_POI_PRIVATE	Zamek Oblajovice				148828910	494424960	Host
Zamek Novy Rychnov	USER_POI_PRIVATE	Zamek Novy Rychnov				153645540	493835810	Host
Zamek Novy Studenec	USER_POI_PRIVATE	Zamek Novy Studenec				157825950	497196380	Host
Zamek Steborice - Novy Dvur u Opavy 	USER_POI_PRIVATE	Zamek Steborice - Novy Dvur u Opavy 				177727140	499342400	Host
Zamek Nove Veseli	USER_POI_PRIVATE	Zamek Nove Veseli				159049190	495191660	Host
Zamek Nove Syrovice	USER_POI_PRIVATE	Zamek Nove Syrovice				157723000	490181120	Host
Zamek Nove Hrady u Skutce	USER_POI_PRIVATE	Zamek Nove Hrady u Skutce				161465000	498526700	Host
Zamek Cizova	USER_POI_PRIVATE	Zamek Cizova				140934550	493565480	Host
Zamek Nova Ves u Chotebore	USER_POI_PRIVATE	Zamek Nova Ves u Chotebore				156443630	497546920	Host
Zamek Nova Vcelnice	USER_POI_PRIVATE	Zamek Nova Vcelnice				150734840	492395180	Host
Zamek Nova Horka	USER_POI_PRIVATE	Zamek Nova Horka				180691240	496928690	Host
Zamek NEZOVICE	USER_POI_PRIVATE	Zamek NEZOVICE				143331600	494780000	Host
Zamek Nezdenice	USER_POI_PRIVATE	Zamek Nezdenice				177538980	490196560	Host
Zamek Nova Bystrice	USER_POI_PRIVATE	Zamek Nova Bystrice				151044950	490197270	Host
Zamek Nezamyslice nad Hanou	USER_POI_PRIVATE	Zamek Nezamyslice nad Hanou				171759010	493262960	Host
Zamek Nove Hvezdlice	USER_POI_PRIVATE	Zamek Nove Hvezdlice				170801970	491945580	Host
Zamek Nove Zamky Nesovice	USER_POI_PRIVATE	Zamek Nove Zamky Nesovice				170918680	491521540	Host
Zamek Nepomysl	USER_POI_PRIVATE	Zamek Nepomysl				133121990	502179240	Host
Zamek Nemysl	USER_POI_PRIVATE	Zamek Nemysl				146915100	495137100	Host
Zamek Nemcice u Volyne	USER_POI_PRIVATE	Zamek Nemcice u Volyne				138010890	491941980	Host
Zamek Nelahozeves	USER_POI_PRIVATE	Zamek Nelahozeves				143014430	502607580	Host
Zamek Nekmir	USER_POI_PRIVATE	Zamek Nekmir				132563650	498578590	Host
Zamek Nejepin	USER_POI_PRIVATE	Zamek Nejepin				156035700	497432400	Host
Zamek Nedrazice	USER_POI_PRIVATE	Zamek Nedrazice				130328150	496557540	Host
Zamek Nectiny	USER_POI_PRIVATE	Zamek Nectiny				131592930	499591350	Host
Zamek Navojna	USER_POI_PRIVATE	Zamek Navojna				180500660	491066280	Host
Zamek Nasavrky	USER_POI_PRIVATE	Zamek Nasavrky				158030680	498450130	Host
Zamek Nalzovy - Nalzovske Hory	USER_POI_PRIVATE	Zamek Nalzovy - Nalzovske Hory				135495900	493321500	Host
Zamek Nalzovice	USER_POI_PRIVATE	Zamek Nalzovice				143715940	496973400	Host
Zamek Nahosice	USER_POI_PRIVATE	Zamek Nahosice				129897220	494858330	Host
Zamek Nadejkov	USER_POI_PRIVATE	Zamek Nadejkov				144769170	495020750	Host
Zamek Mysliborice	USER_POI_PRIVATE	Zamek Mysliborice				159829580	491027470	Host
Zamek Mysteves	USER_POI_PRIVATE	Zamek Mysteves				155608600	503123200	Host
Zamek Dvouhradi - Mstisov	USER_POI_PRIVATE	Zamek Dvouhradi - Mstisov				137690190	506694110	Host
Zamek Mostov	USER_POI_PRIVATE	Zamek Mostov				124898140	501130130	Host
Zamek Msec	USER_POI_PRIVATE	Zamek Msec				139019260	502054730	Host
Zamek Mostky	USER_POI_PRIVATE	Zamek Mostky				145153400	487223500	Host
Zamek Morkovice	USER_POI_PRIVATE	Zamek Morkovice				172086820	492471280	Host
Zamek Morice	USER_POI_PRIVATE	Zamek Morice				171983390	493297660	Host
Zamek Moravsky Krumlov	USER_POI_PRIVATE	Zamek Moravsky Krumlov				163066600	490488900	Host
Zamek Moravske Budejovice	USER_POI_PRIVATE	Zamek Moravske Budejovice				158087580	490517890	Host
Zamek Moravec	USER_POI_PRIVATE	Zamek Moravec				161427020	494397300	Host
Zamek Moravany - Ronov nad Doubravou	USER_POI_PRIVATE	Zamek Moravany - Ronov nad Doubravou				155424970	498443030	Host
Zamek Mokrosuky	USER_POI_PRIVATE	Zamek Mokrosuky				134552380	492756480	Host
Zamek Novy Cestin - Mochtin	USER_POI_PRIVATE	Zamek Novy Cestin - Mochtin				133678830	493606160	Host
Zamek Mlazovy	USER_POI_PRIVATE	Zamek Mlazovy				134053150	493142580	Host
Zamek Mladejov v Cechach	USER_POI_PRIVATE	Zamek Mladejov v Cechach				152338580	504841670	Host
Zamek Mladecko	USER_POI_PRIVATE	Zamek Mladecko				177128390	499087770	Host
Zamek Mladec	USER_POI_PRIVATE	Zamek Mladec				170286440	497213670	Host
Zamek Mlada Vozice	USER_POI_PRIVATE	Zamek Mlada Vozice				148093930	495335120	Host
Zamek Mitrov	USER_POI_PRIVATE	Zamek Mitrov				162184900	494415200	Host
Zamek Mirosovice	USER_POI_PRIVATE	Zamek Mirosovice				137815910	505047450	Host
Zamek Mirosov	USER_POI_PRIVATE	Zamek Mirosov				136595400	496888410	Host
Zamek Miroslav	USER_POI_PRIVATE	Zamek Miroslav				163136020	489464460	Host
Zamek Miroslavske Kninice	USER_POI_PRIVATE	Zamek Miroslavske Kninice				163192470	489776700	Host
Zamek Miliceves	USER_POI_PRIVATE	Zamek Miliceves				153928910	503787500	Host
Zamek Mecin	USER_POI_PRIVATE	Zamek Mecin				134029240	494822120	Host
Zamek Mecholupy u Klatov	USER_POI_PRIVATE	Zamek Mecholupy u Klatov				133708840	494408620	Host
Zamek Mcely	USER_POI_PRIVATE	Zamek Mcely				150768450	502992290	Host
Zamek Kladska - Marianske Lazne	USER_POI_PRIVATE	Zamek Kladska - Marianske Lazne				126680160	500260900	Host
Zamek Malonice	USER_POI_PRIVATE	Zamek Malonice				133779280	492899170	Host
Zamek Malesice	USER_POI_PRIVATE	Zamek Malesice				133025970	497709160	Host
Zamek Malec u Chotebore	USER_POI_PRIVATE	Zamek Malec u Chotebore				156789330	497707110	Host
Zamek Macice	USER_POI_PRIVATE	Zamek Macice				136774620	492260330	Host
Zamek Choryne	USER_POI_PRIVATE	Zamek Choryne				179010190	494948190	Host
Zamek Listany	USER_POI_PRIVATE	Zamek Listany				131838400	498293900	Host
Zamek Bystrice nad Uhlavou	USER_POI_PRIVATE	Zamek Bystrice nad Uhlavou				131530800	493072580	Host
Zamek Lipnice nad Sazavou	USER_POI_PRIVATE	Zamek Lipnice nad Sazavou				154131920	496140940	Host
Zamek Luka nad Jihlavou	USER_POI_PRIVATE	Zamek Luka nad Jihlavou				157018920	493715640	Host
Zamek Lzin	USER_POI_PRIVATE	Zamek Lzin				147943080	492282490	Host
Zamek Luzany u Prestic	USER_POI_PRIVATE	Zamek Luzany u Prestic				133177020	495468770	Host
Zamek Lukavice	USER_POI_PRIVATE	Zamek Lukavice				158378990	498898370	Host
Zamek Lukavec u Pacova	USER_POI_PRIVATE	Zamek Lukavec u Pacova				149844290	495632250	Host
Zamek Luhacovice	USER_POI_PRIVATE	Zamek Luhacovice				177475050	490965170	Host
Zamek Luhov u Listan	USER_POI_PRIVATE	Zamek Luhov u Listan				131445360	498133190	Host
Zamek Lovosice	USER_POI_PRIVATE	Zamek Lovosice				140533940	505146290	Host
Zamek Lodenice	USER_POI_PRIVATE	Zamek Lodenice				177811030	499954000	Host
Zamek Lomnice u Tisnova	USER_POI_PRIVATE	Zamek Lomnice u Tisnova				164159030	494044500	Host
Zamek Lochovice	USER_POI_PRIVATE	Zamek Lochovice				139793430	498514320	Host
Zamek Lobkovice	USER_POI_PRIVATE	Zamek Lobkovice				145413940	502516810	Host
Zamek Litultovice	USER_POI_PRIVATE	Zamek Litultovice				177477210	499037810	Host
Zamek Litohor	USER_POI_PRIVATE	Zamek Litohor				157660330	490680390	Host
Zamek Litencice	USER_POI_PRIVATE	Zamek Litencice				172063380	492016250	Host
Zamek Liten	USER_POI_PRIVATE	Zamek Liten				141496610	499049380	Host
Zamek Liskovice u Ostromere	USER_POI_PRIVATE	Zamek Liskovice u Ostromere				155599900	503376030	Host
Zamek Lipova u Sluknova	USER_POI_PRIVATE	Zamek Lipova u Sluknova				143589010	510131320	Host
Zamek Lickov	USER_POI_PRIVATE	Zamek Lickov				136248200	502784470	Host
Zamek Linhartovy	USER_POI_PRIVATE	Zamek Linhartovy				176147600	501388300	Host
Zamek Liblin	USER_POI_PRIVATE	Zamek Liblin				135442810	499164220	Host
Zamek Libkova Voda	USER_POI_PRIVATE	Zamek Libkova Voda				151914330	493754250	Host
Zamek Libice nad Doubravou	USER_POI_PRIVATE	Zamek Libice nad Doubravou				157026530	497447150	Host
Zamek Liberec	USER_POI_PRIVATE	Zamek Liberec				150604800	507679830	Host
Zamek Libesice u Litomeric	USER_POI_PRIVATE	Zamek Libesice u Litomeric				142889040	505698530	Host
Zamek Libejovice - novy zamek	USER_POI_PRIVATE	Zamek Libejovice - novy zamek				141831740	491114360	Host
Zamek Libedice	USER_POI_PRIVATE	Zamek Libedice				133847660	503130090	Host
Zamek Knezicky	USER_POI_PRIVATE	Zamek Knezicky				153383880	501474910	Host
Zamek Liba	USER_POI_PRIVATE	Zamek Liba				122332210	501266310	Host
Zamek Libechov	USER_POI_PRIVATE	Zamek Libechov				144452840	504083540	Host
Zamek Libceves, zric.	USER_POI_PRIVATE	Zamek Libceves, zric.				138370760	504498850	Host
Zamek Lhota Rapotina	USER_POI_PRIVATE	Zamek Lhota Rapotina				166292930	494815730	Host
Zamek Lesonice	USER_POI_PRIVATE	Zamek Lesonice				157556590	491080120	Host
Zamek Lesni Hluboke	USER_POI_PRIVATE	Zamek Lesni Hluboke				163090500	492651000	Host
Zamek Golcuv Jenikov	USER_POI_PRIVATE	Zamek Golcuv Jenikov				154785000	498130560	Host
Zamek Laskov	USER_POI_PRIVATE	Zamek Laskov				170009920	495841110	Host
Zamek Nove Mesto na Morave	USER_POI_PRIVATE	Zamek Nove Mesto na Morave				160756220	495613250	Host
Zamek Komarov u Horovic	USER_POI_PRIVATE	Zamek Komarov u Horovic				138579970	498056950	Host
Zamek tvrz Nemile, Zabreh, Nemile c.54, Stredoveka renesancne prestavena tvrz vladyky a rytire Krystofa starsiho Hubercka z Belnsdorfu+420777657779	USER_POI_PRIVATE	Zamek tvrz Nemile, Zabreh, Nemile c.54, Stredoveka renesancne prestavena tvrz vladyky a rytire Krystofa starsiho Hubercka z Belnsdorfu+420777657779				168445720	498745470	Host
Zamek Chvalkovice v Cechach	USER_POI_PRIVATE	Zamek Chvalkovice v Cechach				159803200	504145940	Host
Zamek Chvalkovice na Hane	USER_POI_PRIVATE	Zamek Chvalkovice na Hane				171155580	493195190	Host
Zamek Chropyne	USER_POI_PRIVATE	Zamek Chropyne				173651850	493554210	Host
Zamek Chric	USER_POI_PRIVATE	Zamek Chric				136473280	499724110	Host
Zamek Chrestovice	USER_POI_PRIVATE	Zamek Chrestovice				142891800	493220090	Host
Zamek Chrancovice	USER_POI_PRIVATE	Zamek Chrancovice				131556260	498477450	Host
